2021,Fixed Date,Movable Date,Order (BCP 15ff.),Code,Titles of Days (BCP 31ff.),Preface,Prepare,Hymn Ent,Greeting,Opening Prayer,Song of Praise,Psalm Style,Sequence,Hymn Seq,Homily,Creed,PoP,Confession,Peace,Announcements,Offertory,Hymn Offertory,Great Thanksgiving,Lord’s Prayer,Fraction,About Communion,Comm Hymn,Hymn Communion,Post-Communion,Blessing,Processional,Hymn Process,Dismissal,Postscript,Psalm,First Lesson,Second Lesson,Gospel,
09/19/21,,,270,proper20,Proper 20,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 1,Proverbs 31:10-31,"James 3:13 - 4:3, 7-8a",Mark 9:30-37,
09/21/21,,September 21,331,stmatthew,"Saint Matthew, Apostle and Evangelist",apostles,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/trishagion,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 119:33-40,Proverbs 3:1-6,2 Timothy 3:14-17,Matthew 9:9-13,
09/26/21,,,271,proper21,Proper 21,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 124,"Esther 7:1-6, 9-10; 9:20-22",James 5:13-20,Mark 9:38-50,
09/29/21,,September 29,346,stmichaelallangels,Saint Michael and All Angels,trinity,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/trishagion,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 103,Genesis 28:10-17,Revelation 12:7-12,John 1:47-51,
10/03/21,,,272,proper22,Proper 22,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/birthdaysanniversaries,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 26,"Job 1:1, 2:1-10","Hebrews 1:1-4, 2:5-12",Mark 10:2-16,
10/10/21,,,273,proper23,Proper 23,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 22:1-15,"Job 23:1-9, 16-17",Hebrews 4:12-16,Mark 10:17-31,
10/11/21,,,999,thanksgivingcanada,Canadian Thanksgiving Day,trinity,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 126,Joel 2:21-27,1 Timothy 2:1-7,Matthew 6:25-33,
10/17/21,,,274,proper24,Proper 24,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 104:1-9, 25, 37b","Job 38:1-7, 34-41",Hebrews 5:1-10,Mark 10:35-45,
10/18/21,,October 18,333,stluke,Saint Luke the Evangelist,allsaints,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/trishagion,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 147,"Sirach 38:1-4,6-10,12-14",2 Timothy 4:5-13,Luke 4:14-21,
10/23/21,,October 23,347,stjamesjerusalem,"Saint James of Jerusalem, Brother of Our Lord Jesus Christ, and Martyr, c.62",allsaints,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/trishagion,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 1,Acts 15:12-22a,1 Corinthians 15:1-11,Matthew 13:54-58,
10/24/21,,,275,proper25,Proper 25,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 34:1-8, 19-22","Job 42:1-6, 10-17",Hebrews 7:23-28,Mark 10:46-52,
10/28/21,,October 28,321,stssimonjude,"Saint Simon and Saint Jude, Apostles",apostles,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/trishagion,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 119:89-96,Deuteronomy 32:1-4,Ephesians 2:13-22,John 15:17-27,
10/31/21,,,276,proper26,Proper 26,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 146,Ruth 1:1-18,Hebrews 9:11-14,Mark 12:28-34,
11/01/21,November 1,November 1 – following Sunday,110,allsaints,All Saints’ Day,allsaints,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/baptismalvowsrenewal,he/pop/form3,,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/forasaint-long,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 24,Wisdom of Solomon 3:1-9,Revelation 21:1-6a,John 11:32-44,
11/07/21,,,277,proper27,Proper 27,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/birthdaysanniversaries,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/forasaint-short,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 127,Ruth 3:1-5, 4:13-17,Hebrews 9:24-28,Mark 12:38-44
11/14/21,,,278,proper28,Proper 28,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,1 Samuel 2:1-10,1 Samuel 1:4-20,Hebrews 10:11-25,Mark 13:1-8,
11/21/21,,,279,proper29,The Last Sunday after Pentecost,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,he/processional,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 132,2 Samuel 23:1-7,Revelation 1:4b-8,John 18:33-37,
11/25/21,,,349,thanksgiving,Thanksgiving Day,trinity,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 126,Joel 2:21-27,1 Timothy 2:1-7,Matthew 6:25-33,
,,,216,epiphany6,The Sixth Sunday after the Epiphany,epiphany,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 30,2 Kings 5:1-14,1 Corinthians 9:24-27,Mark 1:40-45,
,,,217,epiphany7,The Seventh Sunday after the Epiphany,epiphany,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 41,Isaiah 43:18-25,2 Corinthians 1:18-22,Mark 2:1-12,
,,,218,epiphany8,The Eighth Sunday after the Epiphany,epiphany,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 103:1-13, 22",Hosea 2:14-20,2 Corinthians 3:1-6,Mark 2:13-22,
,,,251,proper1,Proper 1,none,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 30,2 Kings 5:1-14,1 Corinthians 9:24-27,Mark 1:40-45,
,,,252,proper2,Proper 2,none,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 41,Isaiah 43:18-25,2 Corinthians 1:18-22,Mark 2:1-12,
,,,253,proper3,Proper 3,none,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 103:1-13, 22",Hosea 2:14-20,2 Corinthians 3:1-6,Mark 2:13-22,
,,,254,proper4,Proper 4,lordsday,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/lordhearourprayer,he/confession,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 139:1-5, 12-17",1 Samuel 3:1-20,2 Corinthians 4:5-12,Mark 2:23-3:6,
,,,102,ascension1,Ascension Day,easter,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 118:1-2, 14-24",Isaiah 25:6-9,Acts 10:34-43,Mark 16:1-8,
,,,103,ascension2,,easter,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 118:1-2, 14-24",Isaiah 25:6-9,Acts 10:34-43,Mark 16:1-8,
,,,106,ascension2,,ascension,,,he/greeting/blessedbegod,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/nicene,he/pop/form3,,he/peace,,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,Psalm 47,Acts 1:1-11,Ephesians 1:15-23,Luke 24:44-53,
,,,999,liturgyofpalms,Liturgy of the Palms,,,,,,,he/psalms/responsively,,,,,,,,,,,,,,,,,,,,,,,"Psalm 118:1-2, 19-29",,,Mark 11:1-11,
,,,108,pentecost2,The Day of Pentecost: Whitsunday,pentecost,,,he/greeting/alleluia,he/collect-purity,he/songofpraise/gloriaexcelsis,he/psalms/responsively,,,he/homily/brief,he/creed/baptismalvowsrenewal,he/pop/lordhearourprayer,,he/peace,stt/announcements,he/offertory,,he/eucharisticprayer/a,he/lordsprayer/1,he/fraction/short,stt/2021/communion,,,he/postcommunion/eternal,he/blessing/thepeace,,,he/dismissal/goinpeace,stt/2021/postscript,"Psalm 104:24-34, 35b",Ezekiel 37:1-14,Acts 2:1-21,John 15:26-27, 16:4b-15
